Dept.,Course Code,Course Title,Section,Teacher,Exam Date,Exam Time,Room
BSCSE,CSE 2233,Theory of Computation,J,IAb,"March 12, 2024",9:00 AM - 10:45 AM,404 (011202038-0112230367)                                                                                                                                                                                                                       405 (0112230402-0112310231)
BSCSE,CSE 2233,Theory of Computation,K,MdARa,"March 12, 2024",9:00 AM - 10:45 AM,406 (011201117-0112230650)                                                                                                                                                                                                                       407 (0112230651-0112231075)
BSCSE,CSE 2233,Theory of Computation/Theory of Computing,L,Tamanna Shermin,"March 12, 2024",9:00 AM - 10:45 AM,410 (011162109-0112230259)                                                                                                                                                                                                                       411 (0112230381-0112310174)
BSCSE,CSE 4165/CSE 465,Web Programming,A,NHn,"March 12, 2024",9:00 AM - 10:45 AM,Computer Lab 10 (0530) (011163056-011201435)                                                                                                                                                                                                                       Computer Lab 10 (0530) (011201466-0112410281)
BSCSE,CSE 4165/CSE 465,Web Programming,B,NHn,"March 12, 2024",9:00 AM - 10:45 AM,Computer Lab 11 (0531) (011181303-011201418)                                                                                                                                                                                                                       Computer Lab 11 (0531) (011201429-011213016)
BSCSE,CSE 4165/CSE 465,Web Programming,C,NHn,"March 12, 2024",9:00 AM - 10:45 AM,Computer Lab 5 (0523) (011172009-011201213)                                                                                                                                                                                                                       Computer Lab 5 (0523) (011201236-0112310604)
BSCSE,CSE 1111,Structured Programming Language,A,IMK,"March 12, 2024",11:15 AM - 1:00 PM,307 (011221149-0112330365)                                                                                                                                                                                                                       308 (0112330368-0112331154)
BSCSE,CSE 1111,Structured Programming Language,AA,KM,"March 12, 2024",11:15 AM - 1:00 PM,309 (011193092-0112330703)                                                                                                                                                                                                                       322 (0112330748-0112331162)
BSCSE,CSE 1111,Structured Programming Language,AB,MdTH,"March 12, 2024",11:15 AM - 1:00 PM,323 (011221509-0112330424)                                                                                                                                                                                                                       324 (0112330457-0112331170)
BSCSE,CSE 1111,Structured Programming Language,B,MNH,"March 12, 2024",11:15 AM - 1:00 PM,410 (011213093-0112330103)                                                                                                                                                                                                                       411 (0112330140-0112331173)
BSCSE,CSE 1111,Structured Programming Language,C,SAhSh,"March 12, 2024",11:15 AM - 1:00 PM,423 (011221213-0112330519)                                                                                                                                                                                                                       425 (0112330566-0112331140)
BSCSE,CSE 1111,Structured Programming Language,D,SA,"March 12, 2024",11:15 AM - 1:00 PM,401 (011201169-0112330425)                                                                                                                                                                                                                       402 (0112330623-0112331046)
BSCSE,CSE 1111,Structured Programming Language,E,ATR,"March 12, 2024",11:15 AM - 1:00 PM,325 (011181210-0112330353)                                                                                                                                                                                                                       328 (0112330377-0112331131)
BSCSE,CSE 1111,Structured Programming Language,F,SSSk,"March 12, 2024",11:15 AM - 1:00 PM,403 (011213116-0112330494)                                                                                                                                                                                                                       404 (0112330501-0112331144)
BSCSE,CSE 1111,Structured Programming Language,G,SiMa,"March 12, 2024",11:15 AM - 1:00 PM,405 (011213031-0112330183)                                                                                                                                                                                                                       406 (0112330208-0112331160)
BSCSE,CSE 1111,Structured Programming Language,H,FdAR,"March 12, 2024",11:15 AM - 1:00 PM,407 (011211122-0112330327)                                                                                                                                                                                                                       408 (0112330338-0112331079)
BSCSE,CSE 1111,Structured Programming Language,I,NHn,"March 12, 2024",11:15 AM - 1:00 PM,409 (011221343-0112330334)                                                                                                                                                                                                                       410 (0112330344-0112331091)
BSCSE,CSE 1111,Structured Programming Language,J,MMAS,"March 12, 2024",11:15 AM - 1:00 PM,411 (0112230457-0112330064)                                                                                                                                                                                                                       423 (0112330065-0112331056)
BSCSE,CSE 1111,Structured Programming Language,K,ATR,"March 12, 2024",11:15 AM - 1:00 PM,425 (011222075-0112330712)                                                                                                                                                                                                                       428 (0112330717-0112331171)
BSCSE,CSE 1111,Structured Programming Language,L,MoA,"March 12, 2024",11:15 AM - 1:00 PM,429 (011222339-0112330418)                                                                                                                                                                                                                       431 (0112330448-0112331085)
BSCSE,CSE 1111,Structured Programming Language,M,ME,"March 12, 2024",11:15 AM - 1:00 PM,432 (011213054-0112330446)                                                                                                                                                                                                                       601 (0112330460-0112331147)
BSCSE,CSE 1111,Structured Programming Language,N,NtJT,"March 12, 2024",11:15 AM - 1:00 PM,602 (011221084-0112330361)                                                                                                                                                                                                                       603 (0112330376-0112331094)
BSCSE,CSE 1111,Structured Programming Language,O,NtJT,"March 12, 2024",11:15 AM - 1:00 PM,604 (011192153-0112330582)                                                                                                                                                                                                                       605 (0112330592-0112331114)
BSCSE,CSE 1111,Structured Programming Language,P,NSS,"March 12, 2024",11:15 AM - 1:00 PM,630 (0112230010-0112330604)                                                                                                                                                                                                                       631 (0112330608-0112331161)
BSCSE,CSE 1111,Structured Programming Language,Q,CAG,"March 12, 2024",11:15 AM - 1:00 PM,632 (011221212-0112330706)                                                                                                                                                                                                                       701 (0112330707-0112331167)
BSCSE,CSE 1111,Structured Programming Language,R,ME,"March 12, 2024",11:15 AM - 1:00 PM,702 (011211073-0112330150)                                                                                                                                                                                                                       703 (0112330152-0112331163)
BSCSE,CSE 1111,Structured Programming Language,S,MiBa,"March 12, 2024",11:15 AM - 1:00 PM,706 (011221251-0112330389)                                                                                                                                                                                                                       707 (0112330394-0112331151)
BSCSE,CSE 1111,Structured Programming Language,T,KM,"March 12, 2024",11:15 AM - 1:00 PM,708 (011213006-0112330500)                                                                                                                                                                                                                       711 (0112330502-0112331166)
BSCSE,CSE 1111,Structured Programming Language,U,ME,"March 12, 2024",11:15 AM - 1:00 PM,722 (011212026-0112330431)                                                                                                                                                                                                                       723 (0112330435-0112331103)
BSCSE,CSE 1111,Structured Programming Language,V,MdTH,"March 12, 2024",11:15 AM - 1:00 PM,329 (011201410-0112330079)                                                                                                                                                                                                                       330 (0112330127-0112331105)
BSCSE,CSE 1111,Structured Programming Language,W,MTR,"March 12, 2024",11:15 AM - 1:00 PM,305 (011202100-0112330414)                                                                                                                                                                                                                       306 (0112330422-0112331106)
BSCSE,CSE 1111,Structured Programming Language,X,HS,"March 12, 2024",11:15 AM - 1:00 PM,404 (011202210-0112330200)                                                                                                                                                                                                                       405 (0112330209-0112331093)
BSCSE,CSE 1111,Structured Programming Language,Y,SSSk,"March 12, 2024",11:15 AM - 1:00 PM,406 (011213188-0112310596)                                                                                                                                                                                                                       407 (0112320099-0112331168)
BSCSE,CSE 1111,Structured Programming Language,Z,RaR,"March 12, 2024",11:15 AM - 1:00 PM,408 (011193012-0112320112)                                                                                                                                                                                                                       409 (0112320219-0112331155)
BSCSE,CSE 4435,Software Architecture,A,MHAK,"March 12, 2024",11:15 AM - 1:00 PM,308 (011183006-011201235)                                                                                                                                                                                                                       309 (011201236-011203023)
BSCSE,CSE 4435,Software Architecture,B,FTU,"March 12, 2024",11:15 AM - 1:00 PM,322 (011183050-011201330)                                                                                                                                                                                                                       323 (011201344-011213005)
BSCSE,CSE 4435,Software Architecture,C,AAU,"March 12, 2024",11:15 AM - 1:00 PM,324 (011183062-011212167)
BSCSE,CSE 323/CSE 3711,Computer Networks,C,MTR,"March 12, 2024",1:45 PM - 3:30 PM,306 (011181255-011212092)                                                                                                                                                                                                                       307 (011212132-011221362)
BSCSE,CSE 323/CSE 3711/EEE 4413,Computer Networks,A,AKMMI,"March 12, 2024",1:45 PM - 3:30 PM,324 (011192059-011221010)                                                                                                                                                                                                                       325 (011221015-021192040)
BSCSE,CSE 3711,Computer Networks,B,MdMH,"March 12, 2024",1:45 PM - 3:30 PM,308 (011191099-011212154)                                                                                                                                                                                                                       309 (011213083-011222091)
BSCSE,CSE 3711,Computer Networks,D,MdMH,"March 12, 2024",1:45 PM - 3:30 PM,322 (011191087-011213082)                                                                                                                                                                                                                       323 (011213088-011222085)
BSCSE,CSE 3411/CSI 311,System Analysis and Design,A,SA,"March 13, 2024",9:00 AM - 10:45 AM,306 (011172009-011211034)                                                                                                                                                                                                                       307 (011212032-011222315)
BSCSE,CSE 3411/CSI 311,System Analysis and Design,B,Abtahi Ahmed,"March 13, 2024",9:00 AM - 10:45 AM,308 (011192101-011213005)                                                                                                                                                                                                                       309 (011213011-011222085)
BSCSE,CSE 3411/CSI 311,System Analysis and Design,C,SuIm,"March 13, 2024",9:00 AM - 10:45 AM,322 (011172130-0112310604)
BSCSE,CSE 3521,Database Management Systems,A,SaIs,"March 13, 2024",9:00 AM - 10:45 AM,325 (011182013-011221140)                                                                                                                                                                                                                       328 (011221155-011222215)
BSCSE,CSE 3521,Database Management Systems,B,FAH,"March 13, 2024",9:00 AM - 10:45 AM,307 (011191059-011221217)                                                                                                                                                                                                                       308 (011221261-0112230922)
BSCSE,CSE 3521,Database Management Systems,D,ABF,"March 13, 2024",9:00 AM - 10:45 AM,309 (011183016-011221135)                                                                                                                                                                                                                       322 (011221142-0112230653)
BSCSE,CSE 3521,Database Management Systems,E,KAN,"March 13, 2024",9:00 AM - 10:45 AM,323 (011201011-011221224)                                                                                                                                                                                                                       324 (011221226-0112310329)
BSCSE,CSE 3521,Database Management Systems,F,FAH,"March 13, 2024",9:00 AM - 10:45 AM,329 (011181216-011221152)                                                                                                                                                                                                                       330 (011221285-0112310582)
BSCSE,EEE 4261,Green Computing,A,MNTA,"March 13, 2024",9:00 AM - 10:45 AM,401 (011183008-011201231)                                                                                                                                                                                                                       402 (011201240-011211052)
BSCSE,EEE 4261,Green Computing,B,CAG,"March 13, 2024",9:00 AM - 10:45 AM,403 (011183034-011201434)                                                                                                                                                                                                                       404 (011201437-011221435)
BSCSE,EEE 4261,Green Computing,C,IAb,"March 13, 2024",9:00 AM - 10:45 AM,405 (011192089-011201219)                                                                                                                                                                                                                       406 (011201224-011213067)
BSCSE,EEE 4261,Green Computing,D,MdMIm,"March 13, 2024",9:00 AM - 10:45 AM,407 (011183096-011202063)                                                                                                                                                                                                                       408 (011202099-0112410281)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,B,MIA,"March 13, 2024",9:00 AM - 10:45 AM,402 (011183017-0112230509)                                                                                                                                                                                                                       403 (0112230511-0112310601)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,C,MIA,"March 13, 2024",9:00 AM - 10:45 AM,404 (011181014-0112230967)                                                                                                                                                                                                                       405 (0112230990-0112310567)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,E,MdAn,"March 13, 2024",9:00 AM - 10:45 AM,406 (011163072-0112230687)                                                                                                                                                                                                                       407 (0112230688-0112310578)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,F,MIA,"March 13, 2024",9:00 AM - 10:45 AM,408 (011171008-0112230117)                                                                                                                                                                                                                       409 (0112230138-0112310435)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,I,SMYA,"March 13, 2024",9:00 AM - 10:45 AM,410 (011153072-0112230396)                                                                                                                                                                                                                       411 (0112230397-0112320037)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,J,KAE,"March 13, 2024",9:00 AM - 10:45 AM,423 (011162093-0112230436)                                                                                                                                                                                                                       425 (0112230454-0112310535)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,M,KAE,"March 13, 2024",9:00 AM - 10:45 AM,428 (011162120-0112230411)                                                                                                                                                                                                                       429 (0112230420-0112310503)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,O,SiMu,"March 13, 2024",9:00 AM - 10:45 AM,431 (011123071-0112230345)                                                                                                                                                                                                                       432 (0112230421-0112331150)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,A,MdAn,"March 13, 2024",9:00 AM - 10:45 AM,601 (011212095-0112230708)                                                                                                                                                                                                                       602 (0112230758-0112320229)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,D,SMYA,"March 13, 2024",9:00 AM - 10:45 AM,701 (011201440-0112310592)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,G,MIA,"March 13, 2024",9:00 AM - 10:45 AM,603 (011202089-0112230209)                                                                                                                                                                                                                       604 (0112230283-0112320095)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,H,KAE,"March 13, 2024",9:00 AM - 10:45 AM,605 (011202104-0112230228)                                                                                                                                                                                                                       630 (0112230246-0112310607)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,K,SMYA,"March 13, 2024",9:00 AM - 10:45 AM,631 (011201036-0112230334)                                                                                                                                                                                                                       632 (0112230369-0112320001)
BSCSE,CSE 2217,Data Structure and Algorithms II,A,TaHn,"March 13, 2024",11:15 AM - 1:00 PM,601 (011191176-011221365)                                                                                                                                                                                                                       602 (011221373-0112231018)
BSCSE,CSE 2217,Data Structure and Algorithms II,B,MdSR,"March 13, 2024",11:15 AM - 1:00 PM,603 (011193038-011222060)                                                                                                                                                                                                                       604 (011222070-0112331150)
BSCSE,CSE 2217,Data Structure and Algorithms II,C,MdShA,"March 13, 2024",11:15 AM - 1:00 PM,605 (011191099-011221557)                                                                                                                                                                                                                       630 (011221567-0112230466)
BSCSE,CSE 2217,Data Structure and Algorithms II,D,TaHn,"March 13, 2024",11:15 AM - 1:00 PM,631 (011183095-011221495)                                                                                                                                                                                                                       632 (011221522-0112230972)
BSCSE,CSE 2217,Algorithms/Data Structure and Algorithms II,E,MdShA,"March 13, 2024",11:15 AM - 1:00 PM,701 (011162109-011221443)                                                                                                                                                                                                                       702 (011221476-0112230947)
BSCSE,CSE 2217,Algorithms/Data Structure and Algorithms II,F,MdSR,"March 13, 2024",11:15 AM - 1:00 PM,703 (011172007-0112230653)
BSCSE,CSE 1115,Object Oriented Programming,A,MdRIm,"March 13, 2024",1:45 PM - 3:30 PM,604 (011211019-0112230634)                                                                                                                                                                                                                       605 (0112230703-0112320276)
BSCSE,CSE 1115,Object Oriented Programming,B,MNK,"March 13, 2024",1:45 PM - 3:30 PM,630 (011201271-0112310080)                                                                                                                                                                                                                       631 (0112310084-0112320293)
BSCSE,CSE 1115,Object Oriented Programming,C,UR,"March 13, 2024",1:45 PM - 3:30 PM,632 (011191001-0112310286)                                                                                                                                                                                                                       701 (0112310350-0112320284)
BSCSE,CSE 1115,Object Oriented Programming,D,DMF,"March 13, 2024",1:45 PM - 3:30 PM,702 (011213125-0112230613)                                                                                                                                                                                                                       703 (0112230614-0112320288)
BSCSE,CSE 1115,Object Oriented Programming,E,MNK,"March 13, 2024",1:45 PM - 3:30 PM,706 (011212081-0112310145)                                                                                                                                                                                                                       707 (0112310147-0112320287)
BSCSE,CSE 1115,Object Oriented Programming,F,DMF,"March 13, 2024",1:45 PM - 3:30 PM,708 (011193112-0112230890)                                                                                                                                                                                                                       711 (0112230916-0112320283)
BSCSE,CSE 1115,Object Oriented Programming,G,MdRIm,"March 13, 2024",1:45 PM - 3:30 PM,722 (011213104-0112310095)                                                                                                                                                                                                                       723 (0112310098-0112320135)
BSCSE,CSE 1115,Object Oriented Programming,H,MNK,"March 13, 2024",1:45 PM - 3:30 PM,306 (011193147-0112230943)                                                                                                                                                                                                                       307 (0112230949-0112320199)
BSCSE,CSE 1115,Object Oriented Programming,I,AAJr,"March 13, 2024",1:45 PM - 3:30 PM,308 (011201388-0112310018)                                                                                                                                                                                                                       309 (0112310021-0112320239)
BSCSE,CSE 1115,Object Oriented Programming,M,MoI,"March 13, 2024",1:45 PM - 3:30 PM,322 (011191035-0112230387)                                                                                                                                                                                                                       323 (0112230438-0112320190)
BSCSE,CSE 1115,Object Oriented Programming/Object-Oriented Programming,N,SaIs,"March 13, 2024",1:45 PM - 3:30 PM,324 (011172007-0112230428)                                                                                                                                                                                                                       325 (0112230446-0112320151)
BSCSE,CSE 3421/CSI 321,Software Engineering,A,SSSk,"March 13, 2024",1:45 PM - 3:30 PM,328 (011172150-011202080)                                                                                                                                                                                                                       329 (011202081-011213039)
BSCSE,CSE 3421/CSI 321,Software Engineering,B,FTU,"March 13, 2024",1:45 PM - 3:30 PM,330 (011151218-011193145)                                                                                                                                                                                                                       401 (011201019-0112230773)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AA,FaAM,"March 14, 2024",9:00 AM - 10:45 AM,306 (0112230305-0112410021)                                                                                                                                                                                                                       307 (0112410022-0112410475)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AB,MD,"March 14, 2024",9:00 AM - 10:45 AM,308 (0112230236-0112410042)                                                                                                                                                                                                                       309 (0112410043-0112410548)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AC,SaB,"March 14, 2024",9:00 AM - 10:45 AM,322 (0112230495-0112410068)                                                                                                                                                                                                                       323 (0112410069-0112410495)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AD,NaSa,"March 14, 2024",9:00 AM - 10:45 AM,324 (011211073-0112410090)                                                                                                                                                                                                                       325 (0112410091-0112410481)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AE,MD,"March 14, 2024",9:00 AM - 10:45 AM,328 (011211032-0112410120)                                                                                                                                                                                                                       329 (0112410121-0152410070)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AF,NaSa,"March 14, 2024",9:00 AM - 10:45 AM,330 (0112230006-0112410409)                                                                                                                                                                                                                       401 (0112410410-0152410071)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AG,MAbA,"March 14, 2024",9:00 AM - 10:45 AM,402 (0112410151-0112410175)                                                                                                                                                                                                                       403 (0112410329-0112410504)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AH,SaB,"March 14, 2024",9:00 AM - 10:45 AM,404 (0112320025-0112410196)                                                                                                                                                                                                                       405 (0112410197-0152410063)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AI,MD,"March 14, 2024",9:00 AM - 10:45 AM,406 (0112230854-0112410340)                                                                                                                                                                                                                       407 (0112410341-0112410543)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AJ,FaAM,"March 14, 2024",9:00 AM - 10:45 AM,408 (011222068-0112410310)                                                                                                                                                                                                                       409 (0112410311-0152330113)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AK,MAbA,"March 14, 2024",9:00 AM - 10:45 AM,410 (011221302-0112410246)                                                                                                                                                                                                                       411 (0112410247-0112410536)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AM,NaSa,"March 14, 2024",9:00 AM - 10:45 AM,423 (0112330138-0112410429)                                                                                                                                                                                                                       425 (0112410442-0112410541)
BSCSE,ECO 213/ECO 4101,Economics,B,AAsh,"March 14, 2024",9:00 AM - 10:45 AM,305 (011181014-011221158)                                                                                                                                                                                                                       307 (011221186-0152320001)
BSCSE,ECO 4101,Economics,A,SCT,"March 14, 2024",9:00 AM - 10:45 AM,308 (011191168-011213189)                                                                                                                                                                                                                       309 (011221024-0112310466)
BSCSE,MATH 1151,Fundamental Calculus,A,MUn,"March 14, 2024",11:15 AM - 1:00 PM,408 (011212006-0112330420)                                                                                                                                                                                                                       409 (0112330451-0112331098)
BSCSE,MATH 1151,Fundamental Calculus,AA,SMYA,"March 14, 2024",11:15 AM - 1:00 PM,410 (011193112-0112330352)                                                                                                                                                                                                                       411 (0112330369-0112331153)
BSCSE,MATH 1151,Fundamental Calculus,AB,NPn,"March 14, 2024",11:15 AM - 1:00 PM,423 (011213050-0112330567)                                                                                                                                                                                                                       425 (0112330606-0112331168)
BSCSE,MATH 1151,Fundamental Calculus,AC,MdAn,"March 14, 2024",11:15 AM - 1:00 PM,428 (011192030-0112310261)                                                                                                                                                                                                                       429 (0112310271-0112410518)
BSCSE,MATH 1151,Fundamental Calculus,B,MMBK,"March 14, 2024",11:15 AM - 1:00 PM,431 (0112230093-0112330251)                                                                                                                                                                                                                       432 (0112330377-0112410513)
BSCSE,MATH 1151,Fundamental Calculus,C,JFK,"March 14, 2024",11:15 AM - 1:00 PM,701 (011221509-0112330360)                                                                                                                                                                                                                       702 (0112330362-0112331103)
BSCSE,MATH 1151,Fundamental Calculus,D,JFK,"March 14, 2024",11:15 AM - 1:00 PM,703 (011191109-0112330121)                                                                                                                                                                                                                       706 (0112330307-0112331160)
BSCSE,MATH 1151,Fundamental Calculus,E,MMBK,"March 14, 2024",11:15 AM - 1:00 PM,707 (011212019-0112310528)                                                                                                                                                                                                                       708 (0112310577-0112331075)
BSCSE,MATH 1151,Fundamental Calculus,F,AkAd,"March 14, 2024",11:15 AM - 1:00 PM,711 (011191086-0112330102)                                                                                                                                                                                                                       722 (0112330139-0112331157)
BSCSE,MATH 1151,Fundamental Calculus,G,MdAn,"March 14, 2024",11:15 AM - 1:00 PM,723 (011211019-0112331106)
BSCSE,MATH 1151,Fundamental Calculus,H,JFK,"March 14, 2024",11:15 AM - 1:00 PM,305 (0112230508-0112330366)                                                                                                                                                                                                                       306 (0112330376-0112331130)
BSCSE,MATH 1151,Fundamental Calculus,I,MdAn,"March 14, 2024",11:15 AM - 1:00 PM,307 (011213198-0112330428)                                                                                                                                                                                                                       308 (0112330583-0152410011)
BSCSE,MATH 1151,Fundamental Calculus,J,MdAIm,"March 14, 2024",11:15 AM - 1:00 PM,309 (011221440-0112330142)                                                                                                                                                                                                                       322 (0112330148-0112330968)
BSCSE,MATH 1151,Fundamental Calculus,K,MJU,"March 14, 2024",11:15 AM - 1:00 PM,323 (011222014-0112330370)                                                                                                                                                                                                                       324 (0112330373-0112331173)
BSCSE,MATH 1151,Fundamental Calculus,L,JFK,"March 14, 2024",11:15 AM - 1:00 PM,325 (011191001-0112330130)                                                                                                                                                                                                                       328 (0112330162-0112331148)
BSCSE,MATH 1151,Fundamental Calculus,M,MdAsn,"March 14, 2024",11:15 AM - 1:00 PM,329 (011221059-0112330007)                                                                                                                                                                                                                       330 (0112330274-0112410253)
BSCSE,MATH 1151,Fundamental Calculus,N,MtrRn,"March 14, 2024",11:15 AM - 1:00 PM,401 (011221190-0112330272)                                                                                                                                                                                                                       402 (0112330315-0112331126)
BSCSE,MATH 1151,Fundamental Calculus,O,MdAIm,"March 14, 2024",11:15 AM - 1:00 PM,403 (011221597-0112330384)                                                                                                                                                                                                                       404 (0112330408-0112331158)
BSCSE,MATH 1151,Fundamental Calculus,P,SamAr,"March 14, 2024",11:15 AM - 1:00 PM,405 (011202157-0112330348)                                                                                                                                                                                                                       406 (0112330394-0112331151)
BSCSE,MATH 1151,Fundamental Calculus,Q,MdAIm,"March 14, 2024",11:15 AM - 1:00 PM,407 (011221488-0112330304)                                                                                                                                                                                                                       408 (0112330326-0112331097)
BSCSE,MATH 1151,Fundamental Calculus,R,SMYA,"March 14, 2024",11:15 AM - 1:00 PM,409 (011212145-0112330492)                                                                                                                                                                                                                       410 (0112330493-0112331107)
BSCSE,MATH 1151,Fundamental Calculus,S,SiMu,"March 14, 2024",11:15 AM - 1:00 PM,411 (011213117-0112330353)                                                                                                                                                                                                                       423 (0112330356-0112410295)
BSCSE,MATH 1151,Fundamental Calculus,T,MdAIm,"March 14, 2024",11:15 AM - 1:00 PM,425 (0112230065-0112330686)                                                                                                                                                                                                                       428 (0112330690-0112331112)
BSCSE,MATH 1151,Fundamental Calculus,U,MtrRn,"March 14, 2024",11:15 AM - 1:00 PM,429 (011221093-0112330508)                                                                                                                                                                                                                       431 (0112330510-0112331171)
BSCSE,MATH 1151,Fundamental Calculus,V,MdAsn,"March 14, 2024",11:15 AM - 1:00 PM,432 (011212020-0112330147)                                                                                                                                                                                                                       601 (0112330178-0112331128)
BSCSE,MATH 1151,Fundamental Calculus,W,LRS,"March 14, 2024",11:15 AM - 1:00 PM,602 (011211122-0112330500)                                                                                                                                                                                                                       603 (0112330554-0112331125)
BSCSE,MATH 1151,Fundamental Calculus,X,MJU,"March 14, 2024",11:15 AM - 1:00 PM,604 (011222357-0112330616)                                                                                                                                                                                                                       605 (0112330687-0112331138)
BSCSE,MATH 1151,Fundamental Calculus,Y,MtrRn,"March 14, 2024",11:15 AM - 1:00 PM,630 (011213099-0112330770)                                                                                                                                                                                                                       631 (0112330782-0152330156)
BSCSE,MATH 1151,Fundamental Calculus,Z,MtrRn,"March 14, 2024",11:15 AM - 1:00 PM,632 (0112230960-0112330699)                                                                                                                                                                                                                       701 (0112330701-0112410471)
BSCSE,CSE 123/EEE 2123,Electronics,A,TY,"March 14, 2024",1:45 PM - 3:30 PM,308 (011162003-011213187)                                                                                                                                                                                                                       309 (011213195-0112230796)
